age,income,loan_amount,employment_years,has_previous_loans,credit_score,defaulted_before,approved
51,63143,22598,2,0,686,0,1
63,43111,8976,28,0,652,0,1
54,59433,8849,31,0,637,0,1
37,41725,20335,20,1,680,1,1
18,21459,22647,1,0,653,1,0
54,39075,6218,30,1,626,0,1
30,60285,5173,11,0,621,0,1
47,56712,10075,16,0,798,0,1
60,28622,9288,1,0,680,0,1
30,45032,12626,11,0,695,0,1
31,25096,16285,8,1,692,0,0
45,13192,14262,9,0,700,1,1
42,64704,16401,15,0,723,0,1
53,28845,9223,6,1,740,1,1
39,72946,22306,8,1,712,0,1
55,43499,12292,35,1,682,0,1
30,10884,21224,8,0,707,0,1
32,42024,23401,1,0,653,0,1
39,59063,13902,22,0,645,0,1
52,38716,11748,28,1,759,0,0
45,71043,10945,16,0,644,0,1
34,60297,19381,16,1,631,0,1
49,35458,14998,7,1,648,0,1
56,64572,14348,36,0,642,0,1
21,49739,17563,5,0,681,0,1
27,36610,10479,2,0,623,0,1
58,54590,17447,33,0,685,0,1
47,79836,17864,17,0,778,0,1
21,55114,16124,4,1,621,0,1
35,44555,16227,15,1,751,0,1
34,43257,19780,1,0,612,0,1
64,77893,19667,39,1,639,0,1
19,65370,15498,3,0,657,0,1
18,59650,17956,0,0,720,1,1
39,48626,16040,21,0,693,0,1
45,55805,18093,17,1,709,0,1
23,54782,14848,3,1,665,0,1
65,37601,10826,49,0,650,0,1
42,19993,14666,0,0,696,1,1
27,73598,1411,10,0,624,0,1
44,34207,10510,25,0,677,0,1
19,48260,12121,3,1,638,0,1
53,41335,9514,19,1,715,1,1
40,44304,15451,2,0,644,0,1
21,38012,16489,2,0,681,1,0
26,48050,23474,8,0,733,0,1
58,66545,18596,7,1,659,0,1
56,66961,14648,12,1,679,0,1
24,48929,15712,6,1,746,0,1
23,56463,6054,1,1,625,0,1
40,41318,6468,18,0,718,0,1
28,65743,22978,11,0,675,1,1
44,55235,15505,27,0,676,1,1
21,12105,10928,3,0,631,1,1
30,65794,14576,9,0,700,0,1
53,18066,14443,37,0,716,0,1
59,44210,13527,18,1,657,0,1
60,45634,24541,35,1,660,0,1
27,36571,4041,6,0,655,0,1
46,41833,2217,19,0,681,0,1
28,44711,23139,2,1,716,0,1
49,57290,11698,8,0,696,0,1
41,45687,9530,7,0,663,0,1
66,34943,10734,11,0,682,0,1
30,60043,21061,1,0,655,0,1
61,58364,14200,11,1,734,1,1
65,66542,19692,16,0,719,0,1
22,51737,17684,0,1,685,0,1
22,59539,12177,5,0,718,1,1
51,38873,16703,19,0,753,0,1
68,30422,3611,36,1,703,1,1
52,67901,19305,13,0,740,0,1
61,34609,17644,3,0,653,1,1
53,72141,8171,16,1,609,0,1
62,62857,14238,17,0,687,0,0
31,50914,20942,9,1,667,0,1
45,28183,17704,20,0,698,0,1
59,17666,12319,37,0,731,1,1
68,77374,12251,13,0,740,0,1
50,69841,15692,22,1,765,0,1
63,59635,14852,3,0,639,1,1
48,47733,9904,2,1,715,0,1
36,42729,15724,3,0,638,0,1
53,89528,15051,34,0,686,0,1
27,48922,21451,3,1,694,0,1
64,15160,13351,1,1,686,0,0
41,29042,15921,25,1,694,0,0
26,56335,9852,2,1,668,0,1
20,53568,6046,0,1,697,0,1
55,27571,16858,9,1,676,0,1
57,19089,15137,23,1,730,0,1
69,56806,9678,14,1,581,0,1
59,64692,16392,35,1,610,1,1
19,43245,21017,0,1,800,0,1
45,41016,4416,10,0,663,0,1
36,49249,6909,13,0,745,0,1
44,37842,14517,16,0,734,0,1
49,59449,15558,1,1,644,0,1
67,58448,15790,32,0,655,0,1
50,29863,8306,16,1,621,0,1
27,49628,16070,10,0,688,0,1
60,67316,13730,38,1,667,0,1
60,32130,13174,33,1,639,0,1
26,60202,11001,10,1,638,1,1
49,50666,10979,11,1,774,0,1
40,56279,9687,0,0,649,0,1
28,35086,21102,12,1,632,0,1
33,30155,17098,15,0,742,0,1
33,50100,7119,1,1,658,0,1
55,43753,4510,4,1,633,1,1
18,60056,16887,0,0,664,0,1
62,56914,9085,7,1,691,0,1
23,51615,12620,1,1,654,0,1
29,60463,20243,13,0,660,1,1
38,34814,5513,21,0,587,0,1
26,43667,15509,1,1,662,0,1
29,53259,22574,7,1,690,0,1
27,33518,19434,1,0,718,1,1
54,68697,8422,4,0,760,0,1
56,48219,7400,20,1,657,1,1
21,67637,16820,5,1,786,0,1
46,39406,18182,2,1,677,0,1
34,60452,13813,14,1,731,0,0
51,56492,20240,35,1,692,0,1
19,27546,19428,3,0,644,0,1
69,42172,16426,38,0,609,0,1
53,73614,10966,30,1,629,0,1
67,52537,17788,27,0,636,0,1
62,45378,2813,4,1,685,0,1
54,53678,13213,13,1,689,0,1
38,31356,3774,22,1,780,0,1
64,60142,11214,25,0,712,0,1
25,16310,24823,9,0,777,0,1
60,30009,22400,35,1,774,0,1
69,42542,15369,15,1,600,0,1
49,42828,19755,16,0,698,0,1
56,67240,4901,25,0,565,0,1
30,35991,17497,4,0,663,0,0
54,42521,20272,36,0,621,0,1
36,57146,10871,0,0,701,0,1
26,39551,13577,10,0,585,0,1
41,78047,18558,22,1,728,0,1
23,59406,12534,6,1,612,1,1
50,46414,16179,3,0,653,0,1
67,57439,11228,20,0,647,0,1
31,65389,11868,0,0,596,1,1
32,55698,16476,15,1,729,1,0
20,70675,10804,3,1,667,1,1
22,38491,10038,1,0,651,0,1
32,37578,15714,16,1,613,0,1
18,48177,5352,0,1,624,0,1
51,46671,12854,15,0,675,0,1
43,70642,6650,26,1,700,0,1
53,37674,17017,33,0,657,0,1
46,42430,15514,1,0,694,0,1
24,30123,24211,7,0,649,0,1
24,30411,10034,4,0,660,0,0
30,23490,27233,10,0,688,0,1
21,68179,25087,1,1,675,0,1
29,45431,11254,2,0,708,0,1
46,48270,17773,9,0,659,1,1
33,59836,15931,6,0,756,0,1
55,51359,8243,25,0,648,0,1
61,25649,10571,5,0,710,0,1
57,67039,19269,26,1,661,0,1
19,68712,20099,1,1,613,0,1
18,72526,12844,1,1,660,0,1
32,47720,9760,9,0,657,0,1
40,58805,2632,6,0,766,0,1
49,53768,19423,23,1,741,0,1
69,22176,16113,27,1,696,0,1
21,64064,14382,4,0,656,0,1
32,38806,27096,11,0,733,0,1
54,47891,15174,6,1,699,0,1
29,74432,10727,3,0,807,0,1
55,45652,13959,39,0,681,0,1
60,47967,14115,21,0,710,0,1
55,69357,19244,25,0,686,0,1
50,38754,6905,33,1,740,0,1
29,42593,15270,12,1,653,0,1
55,42724,8865,37,0,731,0,1
54,35070,13972,27,1,683,0,1
66,77436,15994,14,0,700,0,1
39,40748,14004,5,0,635,1,1
22,52004,25337,5,0,615,0,1
59,35568,13848,16,0,631,0,1
54,45028,15243,19,1,719,0,1
28,17175,17410,7,1,690,1,1
59,46748,9915,11,1,754,0,1
25,46096,19829,7,1,632,0,1
27,68725,20511,6,1,687,0,1
54,60212,7317,7,0,738,0,1
21,63771,19644,2,1,765,0,1
52,65203,9940,34,0,700,0,1
38,33495,18381,12,1,748,0,1
27,43544,12981,2,0,665,0,1
34,58715,18199,18,1,697,0,1
39,37761,15125,9,1,716,0,0
59,41510,5764,13,1,694,0,1
68,40933,13084,36,0,519,0,1
65,63090,14745,9,0,591,0,1
29,40914,14620,12,1,640,1,1
66,43861,17139,40,0,655,0,1
21,51047,12784,4,0,683,0,1
46,69438,17871,21,1,687,1,1
49,60541,13990,15,0,783,0,1
42,36969,18847,23,0,700,0,0
60,17402,15454,4,1,684,0,1
24,60590,7538,3,1,653,0,1
56,73305,10292,2,1,668,0,1
40,69471,10264,3,0,662,1,1
65,53123,18155,43,1,672,0,1
63,49599,6850,6,1,572,0,0
44,46892,11858,16,1,601,0,1
64,1445,11709,43,0,754,0,1
51,64889,14240,20,1,740,0,1
23,46665,14000,6,1,724,0,1
47,41114,6348,9,0,655,0,1
31,64194,15528,7,1,702,0,1
35,32331,11196,1,1,764,0,1
69,15250,10581,11,0,617,1,1
50,41614,15904,19,0,759,0,1
48,61102,18200,2,0,672,0,1
47,63647,2759,20,1,714,0,1
19,48209,17535,3,1,644,1,0
56,58662,9520,19,0,638,0,1
40,51548,6613,14,1,735,1,1
28,51151,20577,7,1,690,1,1
28,83748,20763,2,0,678,0,1
64,23591,18296,35,1,735,1,1
39,54828,13418,22,1,605,0,1
46,65582,13177,15,0,718,0,1
27,60547,13569,11,1,741,0,1
51,51136,8884,21,0,694,0,1
59,42591,10244,12,1,631,0,1
36,43212,13395,18,1,693,0,1
60,61397,16328,5,0,765,1,1
67,39882,12302,30,1,708,0,1
55,39308,9041,1,1,698,0,1
34,35673,10385,0,0,703,0,1
62,53076,7070,25,1,654,0,1
28,38654,12451,1,1,628,0,1
55,30931,11651,25,1,674,0,1
39,39403,21917,13,1,609,0,0
68,77828,13165,15,0,690,0,1
69,70065,18621,31,0,700,0,1
57,55718,25162,26,0,713,1,1
52,27483,26119,7,0,719,0,1
37,23835,19775,20,0,797,0,1
49,68943,8358,9,0,602,0,1
19,40310,10338,1,1,566,1,0
69,29491,3548,35,1,668,0,1
32,55274,11715,0,1,724,0,1
50,56674,13580,16,1,757,0,1
39,30625,14520,9,0,710,0,1
58,47930,17989,0,1,644,0,1
30,44331,12871,1,0,706,0,1
35,68075,17100,17,1,634,0,1
39,40324,11076,4,1,668,1,1
54,58306,14252,12,0,663,0,1
38,62961,3395,6,1,684,0,1
38,46172,8661,7,0,664,0,1
34,45969,18724,9,0,667,1,1
27,59718,21850,8,0,640,1,1
25,76646,14345,2,1,679,0,1
18,55764,25015,1,1,723,0,1
20,79981,8569,1,0,764,0,1
46,53322,2294,29,1,733,1,1
58,56763,15910,30,1,639,1,1
19,45554,9678,3,0,679,0,1
28,48609,18294,10,0,761,0,1
45,72262,15949,2,0,617,1,1
37,57789,7639,4,0,637,0,1
30,26521,10581,4,1,702,0,1
42,41976,10101,1,0,703,0,1
66,30730,12009,25,1,575,0,1
20,44838,16163,1,0,585,0,1
49,45174,21472,8,0,612,0,1
50,27958,7401,34,0,698,0,1
52,36096,18255,30,1,724,1,1
40,27401,21515,7,1,736,0,1
43,10615,17382,2,0,712,0,1
65,45803,17101,30,1,694,1,1
43,55477,10615,7,1,731,0,1
54,41016,15836,32,0,694,0,1
25,34980,12100,1,1,711,0,1
63,39486,17167,26,0,671,0,1
37,53560,9871,10,0,686,0,1
39,48800,17642,19,1,674,1,1
28,60862,10575,2,1,701,0,1
66,37378,18742,16,1,694,0,1
31,59169,13991,8,1,718,0,1
41,37824,23919,0,1,689,0,1
41,22779,21158,13,0,613,0,1
35,69851,13992,9,1,669,1,1
41,67738,16812,0,0,694,0,1
19,48861,16058,1,1,706,1,0
35,68071,16653,14,1,671,0,1
22,40716,13763,1,1,716,1,1
48,68008,19000,21,0,642,0,1
34,46957,13080,9,1,666,0,1
41,46585,23782,21,0,706,0,1
25,21112,14774,1,1,608,0,1
28,33918,18912,9,1,728,0,1
59,63714,5923,5,1,725,0,1
36,32945,25699,7,1,661,0,0
47,56585,19064,8,1,683,0,1
22,36871,22429,5,0,835,1,1
28,36600,5224,8,0,698,0,1
36,44829,15251,3,0,728,0,1
18,42588,5397,0,1,737,0,1
48,46557,13687,4,1,714,0,1
41,53273,13662,25,0,719,1,1
57,32632,14210,3,1,672,0,1
41,54705,4787,17,0,626,0,1
44,59350,19747,10,1,657,0,1
29,52400,16602,6,1,788,0,1
24,68477,17539,4,1,767,0,1
60,69586,17022,15,1,675,0,0
21,63187,15374,2,1,564,1,1
49,81378,12228,8,1,692,0,0
40,78542,5294,22,0,696,0,1
62,60230,24469,37,1,711,0,1
62,34159,6987,6,0,728,0,1
21,34586,10748,5,1,571,0,1
39,49877,19931,14,0,727,0,1
22,47083,14085,3,0,653,0,1
61,91884,9551,17,0,739,1,1
26,25403,20468,9,1,789,0,1
35,48471,12504,9,0,624,0,1
44,48790,23062,23,0,747,0,1
35,56535,11392,18,1,750,1,1
63,58242,7529,18,0,727,0,1
65,48428,15717,13,0,671,0,1
41,39226,17434,0,0,618,0,1
21,38288,12298,5,1,694,0,1
22,61329,12856,3,0,631,0,1
41,57071,21499,17,0,685,0,1
59,61724,5197,34,0,700,0,1
46,75720,9656,11,0,698,1,1
23,44144,27271,2,0,632,1,1
49,31188,8554,13,1,700,0,1
37,50051,22615,11,1,600,0,1
26,43843,19444,3,1,737,0,1
43,30111,12465,6,1,633,0,1
21,52383,12494,0,0,610,0,1
60,62468,15683,2,0,703,1,0
45,41997,14435,5,1,607,0,1
25,63184,15564,7,0,639,0,1
31,58216,8220,15,0,709,0,1
44,53704,8256,18,1,671,0,1
54,64328,22652,1,0,616,0,1
56,40223,13910,20,1,722,0,1
49,33967,16014,5,0,703,0,1
66,42662,6196,4,1,726,0,1
33,32801,19227,11,1,660,0,1
26,33058,9875,4,1,646,0,1
60,51389,15957,9,1,760,1,1
65,40186,15052,6,1,585,0,1
20,46590,26471,2,1,674,0,1
50,56984,16747,7,0,663,0,0
64,36711,11824,41,0,736,0,1
21,53810,15735,1,0,622,0,1
58,15021,14495,30,0,733,0,1
63,48103,14287,38,1,716,0,1
57,37930,19041,33,1,720,0,1
65,43219,19471,39,1,676,1,0
18,60807,14107,2,1,568,1,1
42,27877,21419,24,1,597,0,1
28,41751,12735,11,1,712,0,1
57,83450,10827,41,0,699,1,1
37,83480,11693,8,0,640,0,1
36,56687,9099,7,1,702,1,1
56,59645,478,9,0,664,1,1
37,69489,14832,13,1,740,1,1
57,81611,17343,17,0,704,0,1
34,49988,19108,2,0,732,0,1
56,29970,15123,23,1,645,0,1
35,41891,9083,13,0,770,0,1
41,53381,18475,4,0,705,0,1
53,64677,22105,19,1,644,0,1
63,52154,15820,16,0,655,0,1
54,68517,10363,19,1,666,0,1
19,60718,12102,2,0,752,0,1
50,60626,16378,28,1,734,1,1
50,61331,8914,33,0,684,0,1
32,35683,11202,9,1,654,0,0
32,25124,12247,3,0,724,0,1
55,68292,17241,7,1,665,0,1
67,30831,5786,19,0,642,0,1
28,45964,13231,2,1,697,0,1
58,54942,12980,20,1,674,0,1
45,26489,14750,24,1,704,0,1
61,57622,19847,16,1,724,0,1
61,61973,10110,29,1,616,0,1
18,60262,10041,0,1,683,0,1
48,33728,10208,29,1,629,0,1
62,38796,26820,3,1,695,0,1
50,59359,20586,19,1,632,1,1
53,62535,20802,35,0,674,0,1
59,48146,13397,14,0,676,0,0
40,20367,8575,18,1,644,0,0
44,35441,19382,9,0,609,0,0
52,22682,9617,20,1,572,0,1
38,45961,13707,20,1,619,1,1
46,53628,17915,3,0,750,0,1
38,29394,16562,18,1,669,0,1
26,58879,10212,4,0,574,0,1
44,47292,11779,21,1,687,0,1
39,77264,27183,11,1,609,0,1
31,63802,21100,10,1,706,0,1
40,48886,16888,19,0,695,1,1
55,47279,19354,1,0,764,0,1
52,39598,14758,7,0,704,0,1
27,30121,15809,8,1,703,0,1
52,51877,16266,11,0,721,0,1
24,40542,10275,7,1,635,0,1
35,52506,9406,16,1,687,0,0
69,80248,13690,53,1,636,0,1
29,41537,16888,0,1,750,0,1
63,31301,5816,7,0,622,1,1
65,47863,25417,18,1,634,0,1
60,46468,20262,38,0,683,0,1
62,48725,20860,39,1,711,0,1
54,35364,12901,21,0,650,0,1
50,21967,7392,7,0,724,0,1
43,50359,24210,15,1,660,0,1
39,42251,15161,10,1,673,0,1
21,47117,8414,4,0,709,0,1
24,43007,21652,5,1,584,0,1
48,47787,12580,14,1,730,0,1
28,59250,12486,9,0,665,0,1
44,48029,20439,4,0,749,0,1
43,37156,20232,22,1,714,0,1
60,45938,7682,41,0,641,0,1
62,75478,14102,34,0,748,0,1
50,59144,11241,6,1,603,0,1
51,42840,10137,23,1,622,0,1
60,40492,23423,39,1,653,0,1
18,17818,25068,1,1,645,0,1
37,64520,19424,7,1,706,0,1
25,50343,8961,5,1,726,1,1
61,46273,17826,21,0,715,0,1
41,61550,17100,10,0,742,0,1
33,41058,16218,16,1,675,0,1
29,33179,19295,11,0,705,1,1
25,68943,18735,6,0,662,0,1
19,44062,13741,1,0,703,0,1
28,52269,15189,4,1,647,0,1
29,62783,14213,12,1,658,0,1
31,24175,15501,4,1,671,0,1
58,62064,18374,28,0,764,0,1
42,70549,11506,13,1,663,0,1
50,44510,15577,1,1,591,0,0
39,59227,28592,11,1,616,0,1
56,14382,14274,27,1,561,0,1
47,56944,13273,14,0,675,0,1
68,27261,15378,43,1,656,1,1
40,55806,14803,2,1,737,0,1
30,62674,18457,8,1,670,0,1
43,40595,17873,4,1,751,0,1
48,30709,13575,28,1,626,0,1
23,68885,19488,5,0,667,0,1
58,44881,19383,6,0,652,0,1
37,42979,14280,10,0,721,1,1
31,88444,16099,12,1,580,0,0
68,63254,18108,18,0,710,0,1
42,83889,12610,18,1,759,1,1
39,36434,23854,18,1,681,0,1
35,48068,23298,4,1,682,0,1
37,85349,17460,13,0,670,0,1
39,66708,11914,18,0,734,1,1
68,42716,7521,49,0,662,0,1
24,81855,18141,2,1,659,0,1
49,40400,20442,27,1,598,0,1
49,64187,6915,31,0,654,0,1
31,89472,10728,14,1,750,1,1
68,60434,14409,29,0,706,0,1
57,55128,15757,35,1,735,0,1
38,44875,9846,19,1,699,0,1
34,38963,24065,1,0,659,0,0
57,82895,15062,9,1,670,0,1
65,62115,13125,34,0,710,1,1
20,41035,14883,2,1,672,0,1
55,71899,17603,2,1,680,0,1
45,49222,18985,7,0,740,1,1
19,57323,11344,2,0,683,0,1
51,33795,17705,34,1,716,1,1
48,44055,7701,22,1,730,0,0
62,44068,13998,8,0,733,0,1
57,61390,23467,40,0,603,1,1
19,12920,15254,1,0,688,0,1
43,86406,15658,13,1,726,0,1
28,59641,14804,10,0,783,1,1
20,41237,9353,4,1,685,0,1
33,48301,3989,7,0,646,0,1
35,41717,23714,15,1,604,1,1
58,57281,12356,38,0,779,0,1
39,57818,14914,9,1,698,0,1
45,45210,15983,28,1,677,0,1
68,26641,23098,32,0,683,0,1
52,45335,19039,31,0,681,0,1
41,64042,27207,1,1,690,0,1
28,64114,20341,0,1,731,0,1
50,34290,18985,34,0,566,0,1
19,57517,14132,3,0,631,0,1
21,61385,13598,1,1,658,0,1
44,42623,17363,21,1,683,0,1
62,35113,17116,36,0,736,0,1
24,40593,21342,7,0,685,0,1
53,31571,13111,6,0,589,0,1
63,38075,21820,47,1,678,0,1
62,93003,13067,29,0,702,0,1
27,39903,14582,10,1,658,0,1
23,46977,20662,3,1,742,0,1
33,63879,8758,9,1,630,1,1
63,32682,18296,2,0,717,0,1
29,41882,8721,7,0,709,0,1
44,55749,21364,22,1,759,0,1
39,57899,5748,20,0,657,0,1
49,60963,19473,0,0,628,0,1
39,63570,21504,14,0,651,0,1
24,49346,14472,2,0,663,1,1
41,65263,14804,8,1,608,0,1
31,67430,15406,1,1,696,0,1
42,45601,13703,25,1,686,0,1
57,46468,22107,14,1,685,0,1
34,42381,12268,12,0,656,0,1
26,47627,14395,6,0,665,0,1
27,46775,19856,0,1,647,0,1
66,65997,16730,18,0,644,0,1
63,67399,20340,1,0,700,0,1
28,63969,20264,9,1,684,0,1
67,63741,19844,42,0,693,0,1
66,53865,19268,0,1,705,1,1
52,62852,14574,0,0,621,0,1
23,44482,20030,3,1,589,1,1
64,75087,8353,38,1,730,0,1
43,46169,19444,2,1,685,1,1
42,48730,21531,1,1,751,0,1
46,44088,16238,3,0,689,0,1
21,76840,14363,0,0,673,0,1
30,45430,17018,8,1,709,0,1
68,49085,15503,31,0,635,0,1
36,49923,12329,9,0,710,0,1
44,65748,25208,25,0,672,0,1
61,52114,19363,8,1,695,0,0
30,46374,15230,8,1,688,0,1
58,28211,21731,39,0,627,0,1
50,50641,9519,15,0,712,0,1
38,60370,5176,22,0,605,0,1
49,54260,1184,22,0,671,0,1
22,59308,6335,4,0,706,0,1
66,50097,23770,12,0,765,0,1
57,34207,16995,11,1,737,0,1
62,50667,20236,0,1,719,0,1
69,66067,14031,5,1,694,0,1
56,67400,19871,20,0,687,0,1
46,43845,11752,22,0,700,0,1
62,41352,12668,27,0,750,0,1
24,57117,23859,8,1,623,1,1
28,35540,11882,8,0,708,0,1
24,54674,11514,7,0,651,0,1
43,60940,20154,8,1,566,0,1
54,68770,18683,33,0,666,1,1
64,50019,14185,24,1,730,0,1
41,52757,16307,12,0,697,0,1
30,37921,24813,4,1,659,0,1
63,67393,10917,34,0,702,1,1
27,54513,16241,3,1,774,0,1
26,20161,14523,2,1,688,0,1
69,41874,13423,1,1,712,0,1
31,49641,15222,7,1,697,0,1
51,57964,23360,18,0,707,0,1
45,39029,19260,11,1,711,0,1
28,42810,17284,4,0,686,0,1
30,65085,16685,10,1,651,0,1
33,26888,5714,11,0,698,0,1
46,25392,7522,30,1,751,0,1
40,33059,16005,20,1,730,0,1
58,74074,18513,29,0,558,0,1
28,61813,21486,5,1,740,0,1
31,38343,19587,15,1,632,0,1
22,66612,12678,3,0,761,0,1
31,76810,20878,8,0,649,0,1
40,22409,14571,23,1,651,0,1
65,65056,23611,46,0,641,0,1
58,51421,6332,4,0,737,1,1
55,67596,8353,34,1,708,0,1
18,21792,13204,2,0,704,0,1
67,51101,14646,13,0,693,0,1
29,62612,17709,4,0,693,0,1
34,63578,12956,17,1,709,0,1
47,57858,5772,28,0,680,0,1
47,56614,9102,22,1,622,0,1
68,64200,19249,20,0,711,1,1
38,51594,12461,12,1,656,0,1
31,51920,12366,13,0,674,0,0
20,47052,13412,2,1,696,1,1
29,44732,16065,3,0,637,1,1
60,20649,17878,14,0,748,0,1
25,49412,16628,7,1,723,0,1
39,29296,19261,1,1,721,0,1
54,52324,22726,21,1,660,0,1
61,36757,10121,11,0,647,0,0
19,63865,12112,2,0,654,0,1
50,43431,15035,27,1,649,0,1
58,44742,14157,25,1,643,1,1
53,60972,20362,4,1,695,0,1
55,78388,19888,0,1,643,0,1
42,47061,17873,13,0,690,0,1
69,52727,17496,40,1,784,0,1
54,43620,16301,37,1,630,0,1
30,39379,21058,9,0,719,0,1
51,62981,9114,11,1,763,0,1
18,40284,18666,0,0,638,1,1
64,41597,17789,5,0,660,0,1
29,60760,10639,12,1,631,0,1
33,54325,20873,1,1,667,0,1
49,35239,14847,31,0,695,1,1
47,25121,18476,20,0,708,0,0
37,58638,14684,8,0,611,1,1
27,53221,17098,5,0,737,1,1
25,69542,11642,9,0,710,0,1
23,71995,20984,5,0,725,1,1
32,79552,12767,8,0,736,0,1
54,70632,15892,21,1,648,0,1
23,71869,14128,7,1,721,0,1
42,48933,14383,9,1,707,0,1
69,27746,15775,12,1,738,0,1
46,33633,13266,7,1,629,0,1
57,50362,22788,41,0,712,0,1
52,46483,16629,31,1,689,0,1
51,63670,11551,27,0,726,0,1
35,74566,14596,13,1,693,0,1
27,66231,14246,8,0,739,0,1
26,38615,13944,1,1,717,0,1
40,65989,18410,3,1,762,0,1
46,50554,18456,5,0,640,0,1
26,66083,11103,4,1,666,0,1
64,69712,15361,10,1,654,0,1
49,46580,6289,4,1,626,0,1
64,53341,14023,30,1,757,0,0
35,60491,11003,1,0,676,0,1
46,53081,11132,25,1,637,0,1
34,55717,14130,4,0,616,0,1
59,46699,16478,1,0,723,0,1
62,33309,29262,7,0,639,1,0
50,45930,12372,27,1,679,0,1
56,61266,7575,26,0,661,0,1
38,83464,24169,12,1,605,0,1
55,65784,16735,39,1,721,0,1
36,35279,7455,7,0,674,0,1
40,44929,10243,16,1,663,0,1
50,37570,18577,32,1,646,1,1
39,48080,19934,14,0,654,0,1
44,84669,10902,0,0,602,0,1
37,49462,19340,7,1,650,0,1
65,46476,24132,34,1,774,0,1
38,21373,11573,20,0,688,0,1
41,43587,9176,23,1,700,0,1
19,58532,13041,2,0,680,0,1
67,45645,12298,44,1,663,0,1
38,47632,22863,22,1,617,0,1
48,71687,17338,26,1,683,0,1
23,52289,7840,2,1,721,0,1
39,34492,15571,10,0,596,1,1
40,37794,18429,2,1,733,0,0
61,51795,17470,31,1,618,0,0
54,64066,15866,35,1,707,0,1
65,51118,12616,12,1,658,1,1
64,38830,22740,40,0,693,0,1
25,40906,17671,5,0,682,0,1
37,40415,10898,17,0,671,0,1
34,70890,10526,2,1,654,0,1
64,56609,12070,36,1,659,0,1
33,82651,16227,3,0,610,0,1
31,68988,8849,15,0,637,0,0
62,64014,17326,11,0,797,0,1
64,17987,13722,24,1,634,0,1
69,61022,16947,34,1,671,0,1
46,32639,17794,11,1,676,0,1
51,53483,13401,0,0,732,0,1
61,50168,27804,26,0,688,0,1
63,40379,19902,26,0,688,0,1
51,62433,18480,11,0,722,0,1
56,62349,14440,24,1,610,1,0
25,34253,6917,7,0,660,0,0
69,52166,10248,15,0,621,0,1
47,35606,4272,5,1,718,0,1
56,49818,20308,10,1,728,0,1
18,56742,12829,0,0,699,0,1
30,43803,15910,11,1,570,0,1
39,51556,11879,13,0,722,0,1
30,43275,8597,5,1,638,1,1
27,36092,8409,11,0,664,1,1
53,62986,22990,30,1,673,0,1
62,47083,10444,22,1,627,0,1
41,47931,22160,2,0,669,0,1
23,65803,19394,0,1,612,0,1
44,62058,13544,5,1,678,0,1
63,56965,25398,30,0,693,0,1
30,47127,10873,11,1,690,0,1
36,4727,16432,3,1,760,0,1
55,51133,14333,7,0,581,0,1
58,48657,16170,24,0,754,0,1
60,39023,17744,0,1,620,0,0
57,75950,16872,7,1,629,0,1
53,59277,20522,17,0,680,0,1
46,61453,21423,30,0,667,0,1
26,40856,25181,6,1,608,0,1
64,55697,16774,38,0,606,0,1
52,52258,20229,22,0,696,1,1
56,56667,15451,26,0,681,0,1
59,30327,12446,24,0,661,0,1
25,53258,19930,4,0,686,0,1
34,34790,17079,15,0,738,0,1
23,53910,18455,6,1,641,0,1
25,57403,27030,3,1,681,0,1
60,63660,22950,0,0,643,1,0
49,32185,10864,1,0,640,1,1
61,43248,11036,14,0,579,0,1
61,42092,22852,11,1,692,1,1
23,28749,8839,7,0,607,0,1
51,42173,14705,13,0,662,0,1
43,64134,28131,2,1,761,0,1
43,50943,19568,14,1,715,0,1
30,63702,20450,0,1,723,0,1
36,34183,18142,17,1,663,0,1
33,50986,16754,9,0,736,1,1
67,40719,14112,27,0,636,1,1
51,32814,20212,32,0,697,0,1
60,26687,6181,17,1,685,0,1
22,74277,13709,5,0,747,0,1
32,58583,7098,1,1,747,1,1
51,30407,13632,30,1,723,1,1
26,26307,16289,4,0,724,0,1
18,56840,10010,2,0,609,0,1
35,88115,10983,9,0,668,0,1
61,57824,7443,27,1,635,0,1
19,70444,13170,0,1,741,0,1
64,53104,7641,18,1,738,0,1
30,91075,7364,4,0,700,0,1
63,40768,16561,28,0,642,0,1
48,57693,21460,16,0,650,0,1
23,66760,24493,4,1,695,1,1
48,51181,14289,28,0,718,0,1
30,36724,16777,12,1,604,0,1
64,45681,15666,30,0,656,0,1
68,58783,19287,31,1,722,1,1
45,25604,12643,5,1,693,0,1
26,27096,10873,9,1,796,0,1
27,45490,7277,2,0,670,0,1
20,74264,12191,0,0,716,1,1
39,59343,14881,15,1,670,0,1
31,47878,16305,0,1,698,0,1
37,22238,9868,5,0,732,0,1
55,48777,13863,14,0,651,0,0
31,58767,18903,9,1,785,0,1
56,5038,12698,7,0,693,0,0
29,64036,927,4,1,633,0,1
51,48911,16874,0,1,684,0,1
44,22041,11144,18,1,605,0,1
50,57201,19128,26,1,611,0,1
26,47439,16500,10,1,611,0,1
65,59610,23894,42,1,669,0,1
61,50606,17212,33,0,698,0,1
68,55551,14287,42,0,678,1,1
47,44706,8599,17,1,620,0,0
28,57048,23624,1,1,683,0,1
67,43848,9837,22,0,724,0,1
56,40984,11616,17,0,589,0,1
25,36845,8457,6,1,692,0,0
49,67016,15145,14,1,697,0,1
27,64072,17044,0,0,663,0,1
